youtube.com,,,,,
facebook.com,,,,,
twitter.com,,,,,
imdb.com,Amazon CloudFront,12,Akamai,5,
bbc.co.uk,Akamai,4,,,
cnn.com,Fastly,104,Akamai,22,
espn.com,Akamai,10,,,
spotify.com,Fastly,6,,,
deviantart.com,Amazon CloudFront,78,,,
bbc.com,Fastly,50,,,
livejournal.com,Akamai,4,,,
foxnews.com,Akamai,112,Amazon CloudFront,4,
ign.com,Instart Logic,100,Fastly,18,
scribd.com,Fastly,108,,,
xfinity.com,Akamai,104,,,
pandora.com,,,,,
ndtv.com,Akamai,154,,,
hulu.com,Akamai,115,,,
urbandictionary.com,Fastly,101,,,
vice.com,Fastly,10,,,
ultimate-guitar.com,,,,,
azlyrics.com,,,,,
rottentomatoes.com,Amazon CloudFront,64,,,
discogs.com,Fastly,20,,,
npr.org,Akamai,10,,,
