3plearning.com,Akamai,10,,,
5milesapp.com,Akamai,104,Amazon CloudFront,10,
99tests.com,,,,,
absolut.com,Akamai,100,,,
ad4game.com ,,,,,
adobe.com,Akamai,110,,,
airbnb.com,Akamai,57,,,
alfalaval.com,Akamai,100,,,
alliantcreditunion.org,Cloudflare,55,,,
fox.com,Akamai,110,,,
ankama-games.com,,,,,
ascendworldwide.com,,,,,
audi.com,Akamai,100,,,
autotrader.com,Akamai,124,,,
autodesk.com,Akamai,104,,,
backpac.kr,,,,,
bangkokbank.com,Akamai,102,,,
banzai.it,,,,,
bestbuy.com,Akamai,114,,,
beyondtherack.com,Akamai,120,,,
bigfishgames.com,Akamai,4,,,
bitsighttech.com,Fastly,4,Akamai,4,
blued.cn,Akamai,8,,,
blueport.com,,,,,
bnpparibas.com,Akamai,105,,,
bostonscientific.com,Akamai,110,,,
bridgestone.com,Akamai,100,,,
businessolver.com,,,,,
cbc.ca,Akamai,135,,,
carbon60.com,Akamai,110,,,
site.cashslide.co.kr,,,,,
cathaypacific.com,Akamai,110,,,
aboutschwab.com,Rackspace,55,,,
chinatimes.com,Akamai,10,,,
clearchannel.com,,,,,
cntv.cn,Akamai,10,,,
concur.com,Akamai,120,,,
chinesecio.com,Akamai,110,,,
convert.com,Rackspace,55,,,
dhgate.com,Akamai,117,,,
disa.mil ,,,,,
davidsbridal.com,Akamai,120,,,
deakin.edu.au,Akamai,55,,,
dds.mil,Amazon CloudFront,110,,,
domain.com.au,Akamai,122,Amazon CloudFront,10,
etrade.com,,,,,
emc.com,Akamai,110,,,
emedianetwork.tv,,,,,
comepro.com,,,,,
evaair.com,Akamai,20,,,
easy-forex.com,Akamai,22,,,
elance.com,Cloudflare,56,,,
gruppoespresso.it,,,,,
foxsports.com,Akamai,114,,,
fsisac.com,Akamai,110,,,
fabfurnish.com,Akamai,51,,,
fairmont.com,Akamai,110,,,
faa.gov,Akamai,110,,,
fiat.com,Akamai,100,,,
fidor.de,Akamai,100,,,
flightnetwork.com,Akamai,110,,,
fruugo.co.uk,Akamai,102,,,
fubo.tv,Fastly,10,,,
garena.com,Akamai,8,,,
gia.edu,Akamai,100,,,
glowbl.com ,,,,,
hindustantimes.com,Akamai,120,,,
hautelook.com,Akamai,102,,,
heels.com,Akamai,152,,,
holidayiq.com,Akamai,120,,,
honda.co.jp,Akamai,100,,,
humaxdigital.com,,,,,
ibm.com,Akamai,59,,,
iracing.com ,,,,,
informatica.com,Akamai,100,,,
ihg.com,Akamai,129,,,
investec.com,Cloudflare,100,,,
istreamplanet.com,,,,,
itbit.com,Akamai,55,,,
jet2.com,Akamai,110,,,
kkbox.com,,,,,
kantarworldpanel.com,,,,,
deergear.com,Akamai,102,,,
lezhin.com,Akamai,10,,,
lifetechnologies.com,Akamai,106,,,
mindbodyonline.com,Akamai,112,,,
msnbc.msn.com,Akamai,10,,,
mtv.com,Akamai,103,,,
viacom.com,Akamai,102,,,
mtv.fi,,,,,
mailchimp.com,Akamai,110,,,
megabank.com.tw,Akamai,120,,,
meitu.com,ChinaNetCenter,50,,,
metoffice.gov.uk,Akamai,112,,,
msi.com,Akamai,120,,,
cr.mufg.jp,,,,,
nasdaq.com,Akamai,134,,,
nba.com,Akamai,104,,,
nbcolympics.com,Akamai,124,,,
nh-hotels.com,Akamai,104,,,
ni.com,Akamai,112,,,
nativo.net,,,,,
nrcs.usda.gov,Akamai,100,,,
nypost.com,,,,,
nomura.com,,,,,
hautelook.com,Akamai,112,,,
nuance.com,Akamai,100,,,
ozsale.com.au,Akamai,104,,,
office.co.uk,Akamai,120,Amazon CloudFront,9,
omnitecinc.com,,,,,
ooyala.com,Akamai,55,,,
ottawapolice.ca,Akamai,10,,,
ottogroup.com,,,,,
panera.com,Akamai,50,,,
pepperfry.com,Akamai,10,,,
pharmiweb.com,Rackspace,50,,,
philips.com,Akamai,105,ChinaCache,5,
practicefusion.com,Akamai,10,,,
practo.com,Cloudflare,90,,,
rigol.com,Akamai,50,,,
rabobank.com,Akamai,100,,,
redhat.com,Akamai,110,,,
rediff.com,Akamai,115,,,
reliancegames.com,,,,,
rockyou.com,Rackspace,45,Akamai,5,
sbs.com.au,Akamai,10,,,
soberlink.net,,,,,
spamfighter.com,,,,,
satuit.com,,,,,
schneider.de,Akamai,104,,,
thescore.ca,,,,,
selevision.net,,,,,
shopjimmy.com,Akamai,130,,,
siemens.com,Akamai,110,,,
sixflags.com,Akamai,60,,,
sky.it,Akamai,10,,,
sophos.com,Akamai,10,,,
sc.com,Akamai,55,,,
starz.com,Amazon CloudFront,5,,,
stylesha.re,Akamai,104,,,
subito.it,Akamai,102,,,
tv2.no,Akamai,20,,,
tvb.com,Akamai,10,,,
tfidm.com,,,,,
thearcug.org,,,,,
grammy.org,Akamai,110,,,
thewhalegames.com,,,,,
thomsonreuters.com,,,,,
au.af.mil,Akamai,10,,,
army.mil,Akamai,110,,,
census.gov,Akamai,112,,,
state.gov,Akamai,112,,,
treasury.gov,Akamai,110,,,
sec.gov,Akamai,110,,,
ubisoftgroup.com,,,,,
urbn.com,Akamai,100,,,
userjoy.com.tw,,,,,
viacom.com,Akamai,82,,,
vingle.net,Akamai,130,,,
elections.virginia.gov,,,,,
vixyvideo.nl,,,,,
vizury.com,,,,,
wahbexchange.org,Akamai,110,,,
waters.com,Akamai,110,,,
westjet.com,Akamai,50,,,
wolterskluwer.com,,,,,
worldnow.com,,,,,
wuaki.tv,,,,,
company.zigbang.com,Cloudflare,5,,,
